Date,EBAY,NVDA,YHOO
10/7/2013,NaN,15.59,34.139999
10/8/2013,NaN,15.46,32.93
10/9/2013,NaN,15.22,33.009998
10/10/2013,NaN,15.39,33.869999
10/11/2013,NaN,15.26,34.150002
10/14/2013,NaN,15.49,34
10/15/2013,NaN,15.41,33.380001
10/16/2013,NaN,15.6,33.09
10/17/2013,NaN,15.63,32.740002
10/18/2013,NaN,15.81,33.43
10/21/2013,NaN,15.85,34.060001
10/22/2013,NaN,15.77,33.939999
10/23/2013,NaN,15.5,33.099998
10/24/2013,NaN,15.39,33.080002
10/25/2013,NaN,15.24,32.25
10/28/2013,NaN,15.21,32.349998
10/29/2013,NaN,15.23,33.169998
10/30/2013,NaN,15.22,32.57
10/31/2013,NaN,15.19,32.939999
11/1/2013,NaN,15.26,33.18
11/4/2013,NaN,14.82,33.189999
11/5/2013,NaN,14.8,32.970001
11/6/2013,NaN,14.9,32.880001
11/7/2013,NaN,14.55,32.110001
11/8/2013,NaN,15.56,33.119999
11/11/2013,NaN,15.69,33.82
11/12/2013,NaN,15.72,34.07
11/13/2013,NaN,16.15,35.099998
11/14/2013,NaN,16.219999,35.689999
11/15/2013,NaN,16.17,35.470001
11/18/2013,NaN,15.78,34.98
11/19/2013,NaN,15.44,34.630001
11/20/2013,NaN,15.21,35.619999
11/21/2013,NaN,15.33,36.299999
11/22/2013,NaN,15.18,36.490002
11/25/2013,NaN,15.51,36.290001
11/26/2013,NaN,15.64,36.639999
11/27/2013,NaN,15.7,36.959999
11/29/2013,NaN,15.6,36.98
12/2/2013,NaN,15.75,37.009998
12/3/2013,NaN,15.74,36.560001
12/4/2013,NaN,15.96,38.130001
12/5/2013,NaN,15.7,38.869999
12/6/2013,NaN,15.47,38.860001
12/9/2013,NaN,15.21,38.869999
12/10/2013,NaN,15.56,40.220001
12/11/2013,NaN,15.41,39.16
12/12/2013,NaN,15.11,39.349998
12/13/2013,NaN,15.02,39.73
12/16/2013,NaN,15.04,39.73
12/17/2013,NaN,15.11,39.509998
12/18/2013,NaN,15.32,40.040001
12/19/2013,NaN,15.38,40.200001
12/20/2013,NaN,15.69,40.119999
12/23/2013,NaN,15.78,40.77
12/24/2013,NaN,15.82,40.849998
12/26/2013,NaN,15.67,40.650002
12/27/2013,NaN,15.76,40.490002
12/30/2013,NaN,15.97,40.200001
12/31/2013,NaN,16.02,40.439999
1/2/2014,NaN,15.86,39.59
1/3/2014,NaN,15.67,40.119999
1/6/2014,NaN,15.88,39.93
1/7/2014,NaN,16.139999,40.919998
1/8/2014,NaN,16.360001,41.02
1/9/2014,NaN,15.75,40.919998
1/10/2014,NaN,15.73,41.23
1/13/2014,NaN,15.36,39.990002
1/14/2014,NaN,15.84,41.139999
1/15/2014,NaN,16.01,41.07
1/16/2014,NaN,16.059999,40.34
1/17/2014,NaN,15.99,40.009998
1/21/2014,NaN,16.049999,39.52
1/22/2014,NaN,16.030001,40.18
1/23/2014,NaN,15.97,39.389999
1/24/2014,NaN,15.56,37.91
1/27/2014,NaN,15.46,36.650002
1/28/2014,NaN,15.61,38.220001
1/29/2014,NaN,15.46,34.889999
1/30/2014,NaN,15.72,35.310001
1/31/2014,NaN,15.7,36.009998
2/3/2014,52.389999,15.49,34.900002
2/4/2014,52.909998,15.58,35.66
2/5/2014,53.52,15.44,35.490002
2/6/2014,54.369996,15.64,36.240002
2/7/2014,54.59,15.87,37.23
2/10/2014,53.779998,15.92,37.759998
2/11/2014,54.309999,16.25,38.5
2/12/2014,54.830002,16.83,38.110001
2/13/2014,54.919996,17.360001,38.52
2/14/2014,54.770001,17.91,38.23
2/18/2014,55.150002,17.9,38.310001
2/19/2014,54.74,18.139999,37.810001
2/20/2014,54.959999,18.780001,37.790001
2/21/2014,54.59,18.639999,37.290001
2/24/2014,56.299997,18.91,37.419998
2/25/2014,56.150002,18.74,37.259998
2/26/2014,57.34,18.709999,37.619999
2/27/2014,58.340001,18.5,38.470001
2/28/2014,58.769997,18.379999,38.669998
3/3/2014,58.31,18.290001,38.25
3/4/2014,59.06,18.48,39.630001
3/5/2014,58.86,18.639999,39.5
3/6/2014,59.299998,18.379999,39.66
3/7/2014,59.06,18.360001,38.700001
3/10/2014,58.220001,18.09,38.049999
3/11/2014,57.54,18.27,37.560001
3/12/2014,57.979999,18.32,37.5
3/13/2014,56.699997,17.74,37.23
3/14/2014,56.74,17.82,37.599998
3/17/2014,57.419997,17.82,39.110001
3/18/2014,57.84,18.24,39.450001
3/19/2014,57.299998,18.559999,38.610001
3/20/2014,57.119997,18.57,37.77
3/21/2014,56.959999,18.540001,37.939999
3/24/2014,56.54,18.450001,36.68
3/25/2014,56.329998,18.450001,35.93
3/26/2014,55.599997,18.030001,35.450001
3/27/2014,55.179998,17.790001,35.59
3/28/2014,55.189995,17.9,35.900002
3/31/2014,55.24,17.91,35.900002
4/1/2014,56.04,18.65,36.490002
4/2/2014,55.449997,18.530001,36.639999
4/3/2014,54.580002,18.73,35.759998
4/4/2014,53.999997,18.15,34.259998
4/7/2014,52.950001,18.209999,33.07
4/8/2014,54.799997,18.860001,33.830002
4/9/2014,55.89,18.84,34.869999
4/10/2014,54.080002,18.379999,33.400002
4/11/2014,53.459998,18.120001,32.869999
4/14/2014,53.979998,18.32,33.450001
4/15/2014,53.900001,18.450001,34.209999
4/16/2014,54.689995,18.49,36.349998
4/17/2014,54.970001,18.559999,36.380001
4/21/2014,54.929998,18.709999,36.400002
4/22/2014,55.470001,18.870001,36.139999
4/23/2014,54.939995,19.09,35.439999
4/24/2014,54.84,19.26,35.240002
4/25/2014,53.72,18.73,34.48
4/28/2014,53.639999,18.65,33.990002
4/29/2014,54.54,18.690001,35.830002
4/30/2014,51.830002,18.469999,35.950001
5/1/2014,51.689999,18.57,36.509998
5/2/2014,52.009998,18.43,36.869999
5/5/2014,51.999996,18.629999,36.91
5/6/2014,50.95,18.25,36.490002
5/7/2014,50.569999,18.27,34.07
5/8/2014,50.259997,18.5,33.919998
5/9/2014,50.539998,18.049999,33.759998
5/12/2014,51.330001,18.58,34.450001
5/13/2014,51.580001,18.280001,34.400002
5/14/2014,51.650001,18.1,34.169998
5/15/2014,51.359998,18,33.799999
5/16/2014,51.950001,17.959999,33.41
5/19/2014,52.330002,18.540001,33.889999
5/20/2014,51.959998,18.24,33.869999
5/21/2014,51.880002,18.24,34.360001
5/22/2014,51.500001,18.32,34.700001
5/23/2014,52.02,18.49,35.02
5/27/2014,51.77,18.82,35.119999
5/28/2014,50.389998,18.98,34.779999
5/29/2014,50.139998,18.950001,34.900002
5/30/2014,50.729997,19,34.650002
6/2/2014,50.489998,18.940001,34.869999
6/3/2014,50.419995,18.860001,34.650002
6/4/2014,50.45,18.879999,34.73
6/5/2014,50.580001,18.959999,34.939999
6/6/2014,49.7,19.030001,35.919998
6/9/2014,49.580001,19.049999,36.040001
6/10/2014,48.25,19.15,36.310001
6/11/2014,48.830001,19.4,36.630001
6/12/2014,48.560002,19.52,36.779999
6/13/2014,49.039998,19.540001,36.939999
6/16/2014,49,19.48,34.810001
6/17/2014,49.060002,19.610001,34.43
6/18/2014,49.659997,19.59,34.939999
6/19/2014,49.599995,19.139999,34.68
6/20/2014,49.339998,18.93,34.049999
6/23/2014,49.389998,18.709999,33.639999
6/24/2014,48.849995,18.42,33.48
6/25/2014,49.319999,18.610001,33.25
6/26/2014,49.469999,18.360001,33.66
6/27/2014,50.080001,18.379999,34.25
6/30/2014,50.060002,18.540001,35.130001
7/1/2014,50.5,18.75,35.349998
7/2/2014,50.549996,18.68,35.880001
7/3/2014,50.939999,18.85,36.139999
7/7/2014,50.739999,18.700001,35.52
7/8/2014,50.179997,18.549999,34.529999
7/9/2014,50.929997,19.110001,34.849998
7/10/2014,50.339998,19.01,34.93
7/11/2014,51.500001,19.049999,35.43
7/14/2014,51.159998,19.290001,35.700001
7/15/2014,50.819999,19.370001,35.610001
7/16/2014,50.7,19.35,33.790001
7/17/2014,51.029997,19.299999,33.209999
7/18/2014,51.479997,18.440001,33.330002
7/21/2014,51.700001,18.549999,33.279999
7/22/2014,52.049996,18.469999,33.599998
7/23/2014,52.659998,18.08,34.709999
7/24/2014,53.229997,18.110001,36.169998
7/25/2014,52.749996,17.790001,36.119999
7/28/2014,52.929997,17.719999,35.900002
7/29/2014,53.209998,17.780001,35.68
7/30/2014,53.229997,18.08,36.599998
7/31/2014,52.830002,17.5,35.810001
8/1/2014,52.529997,17.690001,35.619999
8/4/2014,53.059998,17.65,36.529999
8/5/2014,53.259998,17.66,35.700001
8/6/2014,53.459998,17.639999,35.790001
8/7/2014,53.559998,17.459999,35.66
8/8/2014,54.089999,19,35.91
8/11/2014,53.879998,18.9,35.790001
8/12/2014,53.429997,18.9,35.52
8/13/2014,52.939999,19.01,36.189999
8/14/2014,52.929997,18.799999,36.360001
8/15/2014,52.639999,19.040001,36.470001
8/18/2014,53.109998,19.299999,37.380001
8/19/2014,53.749997,19.370001,37.830002
8/20/2014,53.400001,19.25,37.5
8/21/2014,55.89,19.07,37.639999
8/22/2014,55.499997,19.08,38.009998
8/25/2014,55.49,19.110001,37.709999
8/26/2014,56.249997,19.450001,37.790001
8/27/2014,55.919996,19.23,38.18
8/28/2014,55.429998,19.389999,38.310001
8/29/2014,55.499997,19.450001,38.509998
9/2/2014,54.879998,19.5,39.27
9/3/2014,54.549997,19.68,38.869999
9/4/2014,54.439995,20.030001,39.189999
9/5/2014,53.900001,19.969999,39.59
9/8/2014,54.229998,19.790001,41.810001
9/9/2014,52.729997,19.540001,40.779999
9/10/2014,51.099996,19.610001,41.139999
9/11/2014,50.679997,19.41,41.259998
9/12/2014,52.189999,19.120001,42.880001
9/15/2014,50.959998,18.860001,42.549999
9/16/2014,51.609998,19.139999,42.709999
9/17/2014,51.950001,19.15,42.59
9/18/2014,52.700001,19.440001,42.09
9/19/2014,52.400001,19.08,40.93
9/22/2014,52.47,18.889999,38.650002
9/23/2014,52.739999,18.809999,39.049999
9/24/2014,52.929997,18.92,39.880001
9/25/2014,52.150001,18.51,38.950001
9/26/2014,52.929997,18.549999,40.66
9/29/2014,52.659998,18.52,40.52
9/30/2014,56.629998,18.450001,40.75
10/1/2014,55.459999,18.27,40.32
10/2/2014,54.859999,18.190001,40.5
10/3/2014,54.439995,18.23,41.029999
10/6/2014,53.549997,18.120001,41.52
10/7/2014,52.97,17.93,40.93
10/8/2014,54.509999,18.26,41.080002
10/9/2014,52.859998,17.91,41.099998
10/10/2014,51.859998,16.85,39.599998
10/13/2014,50.459998,16.790001,38.380001
10/14/2014,50.589998,17.18,37.970001
10/15/2014,50.239998,17.440001,37.82
10/16/2014,47.88,17.450001,38.119999
10/17/2014,47.95,17.42,38.450001
10/20/2014,49.2,17.57,39.279999
10/21/2014,50.859998,18.32,40.18
10/22/2014,50.130001,17.889999,42
10/23/2014,50.789999,18.290001,42.599998
10/24/2014,51.12,18.48,43.5
10/27/2014,51.189999,18.49,44.700001
10/28/2014,51.2,18.93,45.869999
10/29/2014,51.330001,18.809999,45.43
10/30/2014,51.549996,18.690001,45.630001
10/31/2014,52.499996,19.540001,46.049999
11/3/2014,52.700001,19.870001,46.34
11/4/2014,53.27,20.129999,47.080002
11/5/2014,53.589999,20.129999,47.459999
11/6/2014,53.259998,20.219999,47.93
11/7/2014,53.52,19.790001,48.549999
11/10/2014,53.889999,20.02,49.41
11/11/2014,54.189995,19.780001,49.049999
11/12/2014,54.059999,19.65,50.599998
11/13/2014,54.369996,19.549999,50.5
11/14/2014,54.359999,19.790001,51.75
11/17/2014,54.830002,19.700001,52.369999
11/18/2014,55.379998,20.17,51.75
11/19/2014,54.939995,20.01,50.580002
11/20/2014,54.54,20.34,51.25
11/21/2014,54.419996,20.450001,51.040001
11/24/2014,54.39,20.58,51.830002
11/25/2014,54.400001,20.57,51.720001
11/26/2014,54.569996,20.92,51.93
11/28/2014,54.879998,20.969999,51.740002
12/1/2014,54.869996,20.58,50.099998
12/2/2014,55.020001,20.610001,50.669998
12/3/2014,54.809999,21.139999,50.279999
12/4/2014,54.669996,20.950001,50.41
12/5/2014,54.809999,21.07,50.990002
12/8/2014,55.150002,20.799999,49.619999
12/9/2014,55.400002,20.73,50.509998
12/10/2014,55.270001,20.27,49.209999
12/11/2014,56.79,20.26,49.939999
12/12/2014,55.770001,19.629999,50.240002
12/15/2014,55.439995,19.57,49.82
12/16/2014,55.939995,19.35,48.849998
12/17/2014,56.409999,20.139999,50.119999
12/18/2014,57.529999,20.219999,50.91
12/19/2014,57.139996,20.42,50.880001
12/22/2014,57.329999,20.780001,51.150002
12/23/2014,57.229998,20.65,50.02
12/24/2014,57.099998,20.57,50.650002
12/26/2014,57.04,20.59,50.860001
12/29/2014,57.029998,20.559999,50.529999
12/30/2014,57.220001,20.370001,51.220001
12/31/2014,56.119996,20.049999,50.509998
1/2/2015,56.209999,20.129999,50.169998
1/5/2015,55.74,19.790001,49.130001
1/6/2015,55.019996,19.190001,49.209999
1/7/2015,54.929998,19.139999,48.59
1/8/2015,56.409999,19.860001,50.23
1/9/2015,55.629998,19.940001,49.720001
1/12/2015,55.199997,19.690001,48.799999
1/13/2015,55.129998,19.66,48.299999
1/14/2015,54.029998,19.74,47.509998
1/15/2015,53.02,19.6,46.23
1/16/2015,53.659998,19.959999,46.470001
1/20/2015,53.679998,20.02,47.630001
1/21/2015,53.379997,20.299999,48.18
1/22/2015,57.149998,20.65,48.889999
1/23/2015,56.759999,20.709999,48.950001
1/26/2015,56.059999,20.620001,49.439999
1/27/2015,54.69,19.629999,47.990002
1/28/2015,53.839999,19.309999,46.459999
1/29/2015,53.959999,19.780001,43.73
1/30/2015,52.999996,19.200001,43.990002
2/2/2015,53.709998,19.620001,44.689999
2/3/2015,54.249997,20.110001,44.700001
2/4/2015,53.709998,20.16,44.049999
2/5/2015,54.29,20.49,43.549999
2/6/2015,54.499997,20.4,42.939999
2/9/2015,54.329998,20.379999,42.57
2/10/2015,55.269996,20.950001,43.07
2/11/2015,55.14,20.809999,42.959999
2/12/2015,54.74,22.299999,43.93
2/13/2015,56.469996,22.309999,44.419998
2/17/2015,56.419996,22.379999,43.529999
2/18/2015,56.899998,22.120001,43.650002
2/19/2015,57.649998,22.18,44.369999
2/20/2015,58.019997,22.34,44.110001
2/23/2015,58.069997,22.16,43.529999
2/24/2015,58.399998,22.309999,43.380001
2/25/2015,58.349998,22.139999,44.43
2/26/2015,58.539996,22.200001,44.450001
2/27/2015,57.91,22.059999,44.279999
3/2/2015,58.379999,22.6,44.110001
3/3/2015,58.26,22.18,42.619999
3/4/2015,58.31,22.43,43.990002
3/5/2015,59.079999,22.860001,44.16
3/6/2015,59.869997,22.549999,43.439999
3/9/2015,60.81,22.610001,42.98
3/10/2015,59.21,23,42.68
3/11/2015,59.679999,22.879999,42.5
3/12/2015,59.41,22.67,42.950001
3/13/2015,59.069997,22.700001,42.869999
3/16/2015,59.569997,22.969999,43.509998
3/17/2015,59.489996,23.25,43.790001
3/18/2015,58.429999,22.870001,44.669998
3/19/2015,57.879999,23.219999,44.98
3/20/2015,57.929999,23.469999,45.040001
3/23/2015,58.619997,22.709999,44.720001
3/24/2015,59.51,22.4,44.419998
3/25/2015,58.06,21.040001,44.200001
3/26/2015,57.519997,20.969999,44.470001
3/27/2015,57.629999,21.379999,45.099998
3/30/2015,57.929999,21.469999,44.950001
3/31/2015,57.679999,20.93,44.439999
4/1/2015,57.129998,21.01,44.130001
4/2/2015,56.909999,21.059999,44.150002
4/6/2015,56.819997,21.67,43.669998
4/7/2015,57.079998,21.860001,43.610001
4/8/2015,57.109999,22.02,45.169998
4/9/2015,57.009999,22.530001,45.630001
4/10/2015,57.34,22.76,45.18
4/13/2015,56.94,22.549999,44.77
4/14/2015,56.949998,22.360001,45.529999
4/15/2015,57.019997,22.629999,45.73
4/16/2015,57.04,22.49,45.779999
4/17/2015,55.79,22.200001,44.450001
4/20/2015,56.069996,22.09,44.66
4/21/2015,56.419996,22.059999,44.490002
4/22/2015,56.749997,22.309999,43.98
4/23/2015,58.889996,22.219999,43.700001
4/24/2015,59.199998,22.030001,44.52
4/27/2015,59.089996,22.200001,44.360001
4/28/2015,59.479999,22.309999,44.34
4/29/2015,58.879999,22.139999,43.279999
4/30/2015,58.26,22.200001,42.57
5/1/2015,59.299998,22.75,42.509998
5/4/2015,59.11,22.610001,42.040001
5/5/2015,57.939996,22.030001,41.299999
5/6/2015,57.49,22.1,41.66
5/7/2015,57.96,22.49,43.869999
5/8/2015,58.819997,20.83,44.09
5/11/2015,58.339996,20.629999,43.599998
5/12/2015,58.299998,20.83,43.84
5/13/2015,58.81,20.950001,44.400002
5/14/2015,60.099998,21.290001,44.950001
5/15/2015,59.41,21.299999,44.75
5/18/2015,59.46,21.27,44.360001
5/19/2015,59.249998,21.040001,40.98
5/20/2015,59.149998,21.040001,42.790001
5/21/2015,59.739996,20.889999,43.68
5/22/2015,59.719997,20.860001,43.490002
5/26/2015,58.729999,20.73,42.849998
5/27/2015,59.379999,21.84,43.380001
5/28/2015,60.56,22.139999,43.07
5/29/2015,61.359996,22.129999,42.939999
6/1/2015,62.559996,22.379999,43.349998
6/2/2015,61.999999,21.940001,43.150002
6/3/2015,62.009996,21.700001,43.209999
6/4/2015,62.489997,22.09,42.880001
6/5/2015,63.23,22.26,42.810001
6/8/2015,60.849999,21.75,42.009998
6/9/2015,60.41,21.860001,41.630001
6/10/2015,60.469998,21.469999,42.060001
6/11/2015,60.449998,21.700001,40.939999
6/12/2015,60.019997,21.110001,40.529999
6/15/2015,59.999998,21.07,40.470001
6/16/2015,60.519998,21.33,40.639999
6/17/2015,60.549999,21.58,40.959999
6/18/2015,60.689997,21.940001,40.91
6/19/2015,61.169998,21.870001,40.509998
6/22/2015,61.749999,21.780001,40.73
6/23/2015,61.93,21.219999,40.650002
6/24/2015,61.609996,21.01,40.939999
6/25/2015,61.599999,21.17,41.07
6/26/2015,61.039997,20.74,40.060001
6/29/2015,59.369997,20.120001,38.91
6/30/2015,60.239997,20.110001,39.290001
7/1/2015,60.429999,20.4,39.330002
7/2/2015,61.849999,20.42,39.380001
7/6/2015,61.759996,20.17,38.610001
7/7/2015,61.98,19.790001,38.23
7/8/2015,60.989997,19.65,37.23
7/9/2015,61.769998,19.41,37.610001
7/10/2015,62.369998,19.75,37.919998
7/13/2015,63.469998,19.879999,38.759998
7/14/2015,63.589998,19.889999,38.630001
7/15/2015,63.439997,19.75,38.380001
7/16/2015,65.589998,20.190001,38.91
7/17/2015,66.289998,20.07,39.68
7/20/2015,28.57,19.700001,39.540001
7/21/2015,28.6,19.790001,39.73
7/22/2015,28.450001,19.41,39.240002
7/23/2015,28.43,19.65,39.209999
7/24/2015,28.23,19.42,38.849998
7/27/2015,28,19.309999,37.84
7/28/2015,28.33,19.73,37.720001
7/29/2015,28.75,19.969999,37.669998
7/30/2015,28.370001,20.02,37.419998
7/31/2015,28.120001,19.950001,36.669998
8/3/2015,28.33,20.290001,36.689999
8/4/2015,28.41,20.370001,37.119999
8/5/2015,28.559999,20.58,37.25
8/6/2015,28.16,20.450001,36.459999
8/7/2015,28.549999,22.98,36.669998
8/10/2015,28.66,23.780001,37.150002
8/11/2015,28.139999,23.66,36.029999
8/12/2015,28.01,23.719999,34.490002
8/13/2015,27.99,23.52,35.93
8/14/2015,28.26,23.540001,36.240002
8/17/2015,28.290001,23.389999,36.099998
8/18/2015,27.77,23.08,35.689999
8/19/2015,27.43,22.99,35.189999
8/20/2015,26.52,22.16,34.099998
8/21/2015,25.77,21.469999,32.93
8/24/2015,24.93,20.709999,31.309999
8/25/2015,25.23,20.280001,31.74
8/26/2015,26.17,21.809999,32.52
8/27/2015,27.1,22.629999,33.689999
8/28/2015,27.25,22.73,33.139999
8/31/2015,27.110001,22.48,32.240002
9/1/2015,26.48,21.559999,31.6
9/2/2015,26.870001,22.209999,31.77
9/3/2015,27.040001,22.27,32.540001
9/4/2015,26.48,21.75,31.58
9/8/2015,26.360001,22.68,30.9
9/9/2015,26.200001,22.23,31.52
9/10/2015,26.15,22.58,31.15
9/11/2015,26.32,22.65,31.43
9/14/2015,25.75,22.690001,30.32
9/15/2015,25.98,22.940001,31.040001
9/16/2015,26.74,23.1,31.4
9/17/2015,26.27,23.309999,30.93
9/18/2015,26.02,23.290001,30.74
9/21/2015,25.92,23.530001,31.17
9/22/2015,25.610001,22.889999,30.4
9/23/2015,25.59,23,29.74
9/24/2015,25.610001,23.440001,29.34
9/25/2015,25.33,23.610001,29.129999
9/28/2015,24.139999,23.299999,27.6
9/29/2015,24.08,23.709999,28.26
9/30/2015,24.440001,24.65,28.91
10/1/2015,24.91,24.17,28.91
10/2/2015,25.530001,24.799999,30.709999
10/5/2015,25.74,25.42,30.85
10/6/2015,25.68,25.75,30.959999
10/7/2015,25.68,26.02,31.870001
10/8/2015,24.15,26.17,32.369999
10/9/2015,24.299999,26.07,32.52
10/12/2015,24.559999,26.35,32.860001
10/13/2015,24.620001,26.4,32.34
10/14/2015,24,27.360001,32.09
10/15/2015,24.51,27.43,33.48
10/16/2015,24.549999,27.860001,33.369999
10/19/2015,24.559999,27.809999,33.5
10/20/2015,24.42,27.77,32.830002
10/21/2015,24.209999,27.41,31.120001
10/22/2015,27.58,28.4,31.67
10/23/2015,28.16,28.59,33.169998
10/26/2015,28.17,28.459999,33.400002
10/27/2015,28.370001,28.440001,34.299999
10/28/2015,28.25,28.67,35.189999
10/29/2015,28.18,27.68,35.049999
10/30/2015,27.9,28.370001,35.619999
11/2/2015,28.5,28.700001,35.27
11/3/2015,28.9,28.5,34.720001
11/4/2015,29.299999,28.030001,35.07
11/5/2015,29.299999,27.709999,35.119999
11/6/2015,29.4,31.549999,34.200001
11/9/2015,29.18,31.41,33.68
11/10/2015,29.139999,30.809999,33.990002
11/11/2015,28.950001,30.51,33.380001
11/12/2015,28.559999,30.4,33.23
11/13/2015,28.190001,29.799999,32.189999
11/16/2015,28.48,30.4,32.950001
11/17/2015,28.450001,30.4,32.860001
11/18/2015,28.75,31.030001,32.98
11/19/2015,28.77,31.120001,32.630001
11/20/2015,29.059999,31.389999,33.110001
11/23/2015,28.84,30.92,33.360001
11/24/2015,29,31.17,32.959999
11/25/2015,29,31.129999,33.16
11/27/2015,29.1,31.389999,32.939999
11/30/2015,29.59,31.719999,33.810001
12/1/2015,29.049999,32.75,33.709999
12/2/2015,28.969999,32.5,35.650002
12/3/2015,28.59,32.43,34.34
12/4/2015,29.35,33.75,34.91
12/7/2015,29.049999,33.110001,34.68
12/8/2015,28.790001,33.560001,34.849998
12/9/2015,28.34,32.709999,34.400002
12/10/2015,28.57,32.98,34.630001
12/11/2015,27.969999,32.490002,32.91
12/14/2015,28.040001,32.57,32.59
12/15/2015,28.309999,32.970001,33.029999
12/16/2015,28.57,33.169998,33.779999
12/17/2015,28.049999,32.669998,33.23
12/18/2015,27.459999,32.139999,32.950001
12/21/2015,27.59,32.900002,32.970001
12/22/2015,27.889999,32.93,34.189999
12/23/2015,27.780001,33.060001,34.450001
12/24/2015,27.66,33.169998,34.110001
12/28/2015,27.639999,33.139999,33.599998
12/29/2015,27.91,33.68,34.040001
12/30/2015,27.75,33.389999,33.369999
12/31/2015,27.48,32.959999,33.259998
1/4/2016,26.43,32.369999,31.4
1/5/2016,26.120001,32.889999,32.200001
1/6/2016,26.41,31.530001,32.16
1/7/2016,25.690001,30.280001,30.16
1/8/2016,25.75,29.629999,30.629999
1/11/2016,26.1,29.68,30.17
1/12/2016,26.209999,30.18,30.690001
1/13/2016,25.41,29.26,29.440001
1/14/2016,25.860001,28.67,30.32
1/15/2016,25.26,27.110001,29.139999
1/19/2016,25.77,27.33,29.74
1/20/2016,25.82,27.48,28.780001
1/21/2016,26.09,27.799999,29.309999
1/22/2016,26.43,28.450001,29.75
1/25/2016,26.139999,28.42,29.780001
1/26/2016,26.65,28.700001,29.98
1/27/2016,26.42,28.360001,29.690001
1/28/2016,23.129999,28.049999,28.75
1/29/2016,23.459999,29.290001,29.51
2/1/2016,23.940001,29.299999,29.57
2/2/2016,23.290001,28.059999,29.059999
2/3/2016,23.5,28.200001,27.68
2/4/2016,23.49,28.209999,29.15
2/5/2016,23.200001,26.43,27.969999
2/8/2016,22.48,25.219999,27.049999
2/9/2016,22.01,25.49,26.82
2/10/2016,22.32,25.43,27.1
2/11/2016,22.08,25.299999,26.76
2/12/2016,22.49,25.73,27.040001
2/16/2016,22.950001,26.99,29.280001
2/17/2016,23.219999,27.66,29.370001
2/18/2016,23.530001,30.040001,29.42
2/19/2016,23.809999,30.440001,30.040001
2/22/2016,24.24,31.52,31.17
2/23/2016,23.620001,31.6,30.67
2/24/2016,23.959999,31.82,30.950001
2/25/2016,24.18,31.889999,31.360001
2/26/2016,24.18,31.68,31.370001
2/29/2016,23.799999,31.360001,31.790001
3/1/2016,24.25,32.75,32.799999
3/2/2016,23.719999,32.939999,32.91
3/3/2016,23.940001,32.650002,32.880001
3/4/2016,24.41,32.549999,33.860001
3/7/2016,24.26,32.34,33.959999
3/8/2016,24.07,31.75,32.93
3/9/2016,23.950001,31.73,33.509998
3/10/2016,23.690001,31.68,32.82
3/11/2016,24.02,32.220001,33.810001
3/14/2016,24.280001,32.299999,33.580002
3/15/2016,23.58,32.139999,33.259998
3/16/2016,23.68,33.099998,34.009998
3/17/2016,23.76,32.82,34.279999
3/18/2016,23.77,33.810001,35.169998
3/21/2016,24.34,33.91,35.470001
3/22/2016,24.129999,33.849998,35.41
3/23/2016,24.17,34.43,34.799999
3/24/2016,24.33,34.48,34.860001
3/28/2016,24.120001,34.830002,35.23
3/29/2016,24.1,35.389999,36.32
3/30/2016,24.040001,35.759998,36.560001
3/31/2016,23.860001,35.630001,36.810001
4/1/2016,23.879999,36.150002,36.48
4/4/2016,24.030001,35.799999,37.02
4/5/2016,24.389999,35.75,36.41
4/6/2016,25.43,35.799999,36.66
4/7/2016,24.1,35.43,36.169998
4/8/2016,24.07,35.66,36.07
4/11/2016,24.059999,35.880001,36.48
4/12/2016,24.42,35.84,36.66
4/13/2016,25.08,36.740002,37.310001
4/14/2016,25.209999,36.84,37.169998
4/15/2016,25.219999,37.130001,36.509998
4/18/2016,25.309999,36.970001,36.52
4/19/2016,24.299999,36.310001,36.330002
4/20/2016,24.66,36.450001,37.84
4/21/2016,24.690001,36.41,37.669998
4/22/2016,24.4,36.27,37.48
4/25/2016,24.219999,36.450001,37.23
4/26/2016,24.49,36.48,37.110001
4/27/2016,25.27,37.310001,36.950001
4/28/2016,24.620001,36.200001,36.59
4/29/2016,24.43,35.529999,36.599998
5/2/2016,24.26,36,36.529999
5/3/2016,23.98,35.57,36.009998
5/4/2016,23.799999,34.759998,36
5/5/2016,23.809999,34.970001,36.939999
5/6/2016,23.82,35.330002,37.23
5/9/2016,24.02,35.279999,37.18
5/10/2016,24.16,35.959999,37.439999
5/11/2016,23.74,36.060001,37.369999
5/12/2016,23.58,35.57,37.029999
5/13/2016,23.780001,40.98,36.48
5/16/2016,23.799999,42.189999,37.48
5/17/2016,23.27,42.279999,37.27
5/18/2016,23.690001,43.360001,37.240002
5/19/2016,23.42,43.549999,37.02
5/20/2016,23.65,44.330002,36.5
5/23/2016,23.459999,44.400002,36.66
5/24/2016,24.049999,45.360001,37.529999
5/25/2016,24.040001,45.169998,35.59
5/26/2016,24.120001,45.650002,36.759998
5/27/2016,24.360001,45.900002,37.82
5/31/2016,24.459999,46.720001,37.939999
6/1/2016,24.07,46.810001,36.650002
6/2/2016,24.25,47.139999,37.150002
6/3/2016,23.98,46.48,36.599998
6/6/2016,23.99,46.240002,37.07
6/7/2016,24.280001,46.330002,36.73
6/8/2016,24.23,46.18,36.970001
6/9/2016,24.33,47.380001,37.349998
6/10/2016,24.07,46.200001,36.830002
