Date,EBAY,NVDA,YHOO,AAPL
5/1/2012,40.749998,13.23,15.63,582.130013
5/2/2012,41.16,12.85,15.67,585.97998
5/3/2012,40.379998,12.63,15.4,581.819992
5/4/2012,39.44,12.26,15.15,565.25
5/7/2012,40.070001,12.47,15.35,569.480003
5/8/2012,40.19,12.46,15.36,568.18
5/9/2012,40.559999,12.51,15.3,569.180023
5/10/2012,41.21,12.42,15.44,570.519974
5/11/2012,40.74,13.21,15.19,566.710007
5/14/2012,40.249997,13.13,15.5,558.219986
5/15/2012,40.049997,13,15.4,553.169991
5/16/2012,39.859999,12.74,15.28,546.080002
5/17/2012,39.029998,12.65,14.87,530.12001
5/18/2012,38.359999,12.08,15.42,530.37999
5/21/2012,39.509999,12.29,15.58,561.279976
5/22/2012,39.220001,12.14,15.29,556.970024
5/23/2012,39.679998,12.44,15.38,570.559975
5/24/2012,39.659999,12.11,15.35,565.320015
5/25/2012,40.349997,12.4,15.36,562.289986
5/29/2012,41.490001,12.72,15.47,572.269974
5/30/2012,39.59,12.57,15.25,579.169998
5/31/2012,39.19,12.43,15.24,577.730019
6/1/2012,38.820001,11.98,14.92,560.989983
6/4/2012,39.159999,11.73,15.01,564.289978
6/5/2012,39.759999,12.07,15.1,562.830025
6/6/2012,40.94,12.39,15.36,571.460022
6/7/2012,40.899998,11.89,15.36,571.720001
6/8/2012,41.049998,12.12,15.65,580.319984
6/11/2012,40.929999,12.26,15.3,571.169975
6/12/2012,40.909999,12.51,15.47,576.159996
6/13/2012,40.169997,12.18,15.34,572.160011
6/14/2012,40.129998,12.03,15.36,571.529984
6/15/2012,40.669997,12.29,15.36,574.12999
6/18/2012,42.490001,12.4,15.49,585.779976
6/19/2012,43.499998,13.24,15.65,587.410027
6/20/2012,42.949998,13.45,15.74,585.739975
6/21/2012,41.829999,12.84,15.52,577.669991
6/22/2012,42.799998,13,15.61,582.099998
6/25/2012,41.81,12.59,15.44,570.77002
6/26/2012,42.499998,12.73,15.35,572.030022
6/27/2012,42.290001,13.14,15.52,574.499985
6/28/2012,40.779999,13.24,15.45,569.04998
6/29/2012,42.01,13.82,15.83,584.000015
7/2/2012,41.219997,13.45,15.84,592.519997
7/3/2012,41.199998,13.8,15.98,599.409981
7/5/2012,40.929999,13.66,15.85,609.939995
7/6/2012,40.409999,13.4,15.78,605.879982
7/9/2012,40.679998,13.22,15.75,613.889992
7/10/2012,39.679998,12.82,15.82,608.210022
7/11/2012,39.129998,12.61,15.8,604.430016
7/12/2012,39.309999,12.4,15.69,598.900009
7/13/2012,39.949997,12.56,15.74,604.970001
7/16/2012,38.599997,12.6,15.65,606.910019
7/17/2012,39.070001,12.37,15.6,606.93998
7/18/2012,40.459999,13.06,15.7,606.260017
7/19/2012,43.949998,13.19,15.73,614.320015
7/20/2012,44.849999,12.81,15.92,604.300026
7/23/2012,44.239997,12.98,15.76,603.830002
7/24/2012,43.519997,12.84,15.43,600.919975
7/25/2012,43.189996,13.09,15.5,574.970009
7/26/2012,43.789997,13.15,15.8,574.88002
7/27/2012,45.219998,13.48,16.110001,585.159988
7/30/2012,45.599999,13.33,15.98,595.030014
7/31/2012,44.299999,13.54,15.84,610.759987
8/1/2012,43.889997,13.39,15.99,606.80999
8/2/2012,43.769998,13.44,15.75,607.789986
8/3/2012,44.499999,13.72,15.97,615.70002
8/6/2012,44.769998,14.01,16.040001,622.550003
8/7/2012,45.610001,14.15,16.219999,620.910019
8/8/2012,44.939997,14.23,16.17,619.860008
8/9/2012,44.269998,14.71,16.01,620.729988
8/10/2012,43.989997,14.62,15.15,621.699997
8/13/2012,45.319998,14.81,15.02,630
8/14/2012,45.360001,14.59,14.73,631.690025
8/15/2012,44.98,14.48,14.76,630.829979
8/16/2012,45.789997,14.78,14.99,636.340012
8/17/2012,46.869998,14.65,15.03,648.110001
8/20/2012,46.399999,14.65,14.96,665.150017
8/21/2012,45.849999,14.61,14.97,656.059982
8/22/2012,46.999999,14.64,14.92,668.869995
8/23/2012,46.809997,14.31,14.87,662.630013
8/24/2012,47.099999,14.6,14.92,663.219986
8/27/2012,46.98,14.35,14.85,675.679977
8/28/2012,46.939997,14.29,14.72,674.800011
8/29/2012,47.489998,14.32,14.84,673.469994
8/30/2012,46.549999,14.05,14.67,663.869987
8/31/2012,47.469999,14.03,14.65,665.240005
9/4/2012,47.359997,13.28,14.89,674.970001
9/5/2012,47.159997,13.32,15.09,670.230026
9/6/2012,48.909997,13.73,15.11,676.270004
9/7/2012,49.239998,13.4,15.22,680.43998
9/10/2012,48.530001,13.28,15.11,662.739975
9/11/2012,48.330001,13.44,15.16,660.590019
9/12/2012,47.989998,13.59,15.4,669.790016
9/13/2012,48.880001,13.68,15.6,682.980011
9/14/2012,49.969999,13.84,15.77,691.280014
9/17/2012,50.479997,13.46,15.68,699.780022
9/18/2012,49.959997,13.55,15.91,701.910004
9/19/2012,50.389998,13.71,15.86,702.100021
9/20/2012,50.079997,13.61,15.79,698.699997
9/21/2012,49.469999,13.67,15.74,700.089989
9/24/2012,49.309997,13.66,16,690.790016
9/25/2012,48.030001,13.41,15.68,673.540009
9/26/2012,47.539998,13.18,15.61,665.179977
9/27/2012,49.119999,13.28,16.040001,681.32
9/28/2012,48.369999,13.34,15.98,667.100021
10/1/2012,48.230001,13.12,15.83,659.389992
10/2/2012,48.4,13.17,15.94,661.309982
10/3/2012,48.589998,13.04,16.209999,671.449974
10/4/2012,49.489998,13.62,16.27,666.799988
10/5/2012,48.730001,13.3,16.09,652.589996
10/8/2012,47.919999,13.17,16.030001,638.170013
10/9/2012,46.219998,12.89,15.85,635.850014
10/10/2012,46.759997,12.67,15.83,640.909996
10/11/2012,47.489998,12.74,15.92,628.099983
10/12/2012,47.85,12.63,15.88,629.710007
10/15/2012,47.399999,12.79,15.68,634.760002
10/16/2012,48.239998,13.16,15.92,649.789986
10/17/2012,48.2,13.06,16.09,644.610001
10/18/2012,50.829997,12.86,16,632.640007
10/19/2012,49.969999,12.11,15.84,609.840019
10/22/2012,50.15,11.97,15.77,634.029999
10/23/2012,49.35,12.33,16.67,613.359993
10/24/2012,48.880001,12.17,16.549999,616.829979
10/25/2012,48.339998,12.18,16.610001,609.539986
10/26/2012,49.509997,12.05,16.790001,603.999992
10/31/2012,48.259997,11.98,16.84,595.320007
11/1/2012,49.219999,12.55,16.950001,596.540009
11/2/2012,48.689998,12.49,17.110001,576.800011
11/5/2012,49.35,13.02,17.370001,584.620003
11/6/2012,49.489998,13.01,17.459999,582.849976
11/7/2012,48.4,12.61,17.389999,558.000008
11/8/2012,47.869999,12.68,17.24,537.749985
11/9/2012,47.73,12.19,17.26,547.059998
11/12/2012,47.469999,11.92,17.51,542.829994
11/13/2012,47.739998,11.83,17.85,542.900009
11/14/2012,46.469998,11.54,17.83,536.880005
11/15/2012,46.519998,11.59,17.889999,525.619987
11/16/2012,47.259997,11.38,17.860001,527.680008
11/19/2012,47.919999,11.7,18.360001,565.730011
11/20/2012,48.259997,11.49,18.24,560.909981
11/21/2012,48.630001,11.82,18.4,561.700012
11/23/2012,49.009997,11.9,18.57,571.500023
11/26/2012,51.400001,12.11,18.76,589.530022
11/27/2012,51.15,12.16,18.93,584.780006
11/28/2012,51.47,12.26,18.91,582.940018
11/29/2012,52.199996,12.04,18.870001,589.359978
11/30/2012,52.82,11.97,18.77,585.279991
12/3/2012,52.039999,11.75,18.549999,586.190025
12/4/2012,51.989999,12.1,18.93,575.849976
12/5/2012,52.02,11.96,18.889999,538.790009
12/6/2012,51.989999,11.98,19.200001,547.239975
12/7/2012,51.739999,11.96,19.200001,533.250015
12/10/2012,51.17,12.36,19.43,529.819977
12/11/2012,51.989999,12.65,19.52,541.390015
12/12/2012,51.859998,12.52,19.379999,539
12/13/2012,51.02,12.53,19.35,529.689987
12/14/2012,50.359998,12.59,19.639999,509.789986
12/17/2012,51.309998,12.54,19.690001,518.829979
12/18/2012,51.909998,12.56,19.620001,533.900017
12/19/2012,51.339999,12.65,19.6,526.30999
12/20/2012,52.139999,12.64,19.690001,521.730019
12/21/2012,51.350001,12.35,19.35,519.330017
12/24/2012,51.079997,12.25,19.65,520.169983
12/26/2012,50.239998,12.24,19.57,512.999992
12/27/2012,50.289998,12.16,19.6,515.060013
12/28/2012,49.809997,12.1,19.5,509.589981
12/31/2012,51,12.26,19.9,532.169991
1/2/2013,53.589999,12.72,20.08,549.029976
1/3/2013,52.449996,12.73,19.780001,542.099991
1/4/2013,52.779997,13.15,19.860001,526.999992
1/7/2013,53.509998,12.77,19.4,523.900002
1/8/2013,52.679997,12.49,19.66,525.31002
1/9/2013,52.759998,12.21,19.32,517.100006
1/10/2013,52.999996,12.23,18.99,523.509979
1/11/2013,53.699997,12.21,19.290001,520.300026
1/14/2013,53.179997,12.2,19.43,501.750015
1/15/2013,52.509998,11.98,19.52,485.920013
1/16/2013,52.899996,12.09,20.07,506.089981
1/17/2013,54.17,12.25,20.129999,502.680023
1/18/2013,54.209999,12.17,20.02,500.000015
1/22/2013,53.37,12.11,19.9,504.770004
1/23/2013,53.379997,12.13,20.110001,514.010002
1/24/2013,55.19,12.19,20.440001,450.499977
1/25/2013,56.529998,12.41,20.370001,439.880001
1/28/2013,55.949997,12.61,20.309999,449.830002
1/29/2013,55.659999,12.34,19.700001,458.269981
1/30/2013,55.779998,12.32,20.120001,456.830002
1/31/2013,55.969996,12.26,19.629999,455.489998
2/1/2013,57.209999,12.37,19.76,453.619995
2/4/2013,55.69,12.16,19.34,442.320004
2/5/2013,56.419996,12.44,19.66,457.840012
2/6/2013,56.109999,12.34,19.85,457.350014
2/7/2013,56.129998,12.29,20.32,468.220009
2/8/2013,56.619997,12.37,20.5,474.980003
2/11/2013,56.409999,12.51,20.9,479.930023
2/12/2013,56.779998,12.43,21.209999,467.900002
2/13/2013,57.049998,12.37,21.15,467.009995
2/14/2013,56.829998,12.73,21.18,466.590012
2/15/2013,56.699997,12.73,21.02,460.160011
2/19/2013,56.679998,12.56,21.290001,459.990021
2/20/2013,55.529998,12.38,20.92,448.850006
2/21/2013,54.620001,12.29,20.83,446.060009
2/22/2013,55.019996,12.52,21.219999,450.809998
2/25/2013,53.609998,12.3,20.73,442.799988
2/26/2013,53.82,12.37,20.76,448.970009
2/27/2013,54.149997,12.6,21.16,444.569988
2/28/2013,54.709999,12.66,21.309999,441.400009
3/1/2013,54.899997,12.71,21.940001,430.470013
3/4/2013,55.479998,12.66,22.700001,420.049988
3/5/2013,55.259999,12.8,22.950001,431.139988
3/6/2013,53.57,12.79,22.799999,425.659996
3/7/2013,52.979997,12.76,22.700001,430.580002
3/8/2013,53.129997,12.82,22.9,431.720001
3/11/2013,52.759998,12.7,22.6,437.869995
3/12/2013,52.959998,12.74,22.4,428.429993
3/13/2013,50.979997,12.74,22.34,428.349991
3/14/2013,51.800001,12.75,22.43,432.499992
3/15/2013,50.409998,12.64,22.07,443.660007
3/18/2013,50.109997,12.55,22.01,455.720016
3/19/2013,51.1,12.47,22.17,454.489975
3/20/2013,52.42,12.62,22.1,452.079987
3/21/2013,52.92,12.42,22.860001,452.729988
3/22/2013,53.27,12.48,23.26,461.910011
3/25/2013,51.309998,12.41,23.379999,463.580009
3/26/2013,52.089999,12.5,23.59,461.140007
3/27/2013,52.07,12.65,23.59,452.079987
3/28/2013,54.22,12.83,23.530001,442.660011
4/1/2013,55.709999,12.41,23.5,428.910004
4/2/2013,56.159999,12.28,23.780001,429.789997
4/3/2013,55.499997,12.13,23.379999,431.989994
4/4/2013,55.79,12.25,23.52,427.71999
4/5/2013,55.519996,12.46,23.299999,423.199993
4/8/2013,55.869996,12.43,23.48,426.209995
4/9/2013,56.069996,12.63,23.83,426.98
4/10/2013,57.299998,12.83,24.200001,435.689999
4/11/2013,57.779999,12.77,24.49,434.329994
4/12/2013,57.309999,13.09,24.690001,429.800011
4/15/2013,55.84,12.82,23.98,419.85001
4/16/2013,57.009999,12.96,23.790001,426.240009
4/17/2013,56.099997,12.79,23.700001,402.800007
4/18/2013,52.82,12.54,23.26,392.049988
4/19/2013,52.389999,12.57,23.469999,390.530006
4/22/2013,51.629997,12.59,23.950001,398.670006
4/23/2013,52.489999,12.92,24.379999,406.12999
4/24/2013,52.97,13.36,24.75,405.459988
4/25/2013,52.359998,13.47,25.200001,408.380001
4/26/2013,52.539999,13.41,24.68,417.199989
4/29/2013,52.839999,13.57,24.43,430.119991
4/30/2013,52.389999,13.77,24.73,442.779987
5/1/2013,52.399996,13.65,24.299999,439.290001
5/2/2013,53.549997,13.81,24.969999,445.519997
5/3/2013,54.209999,13.87,25.07,449.980019
5/6/2013,54.089999,13.83,25.17,460.709984
5/7/2013,53.939999,13.65,26.07,458.660004
5/8/2013,54.959999,13.9,26.41,463.839989
5/9/2013,55.169996,13.91,26.24,456.769974
5/10/2013,55.649997,14.54,26.83,452.969994
5/13/2013,55.329998,14.24,26.389999,454.740021
5/14/2013,56.269996,14.45,26.639999,443.860012
5/15/2013,56.649997,14.7,27.34,428.850002
5/16/2013,55.799997,14.63,26.58,434.580013
5/17/2013,56.709999,14.87,26.52,433.26001
5/20/2013,55.949997,14.84,26.58,442.930004
5/21/2013,54.949997,14.92,27,439.659996
5/22/2013,54.399997,14.4,26.540001,441.349995
5/23/2013,54.479998,14.63,26.02,442.139999
5/24/2013,54.64,14.54,26.33,445.150002
5/28/2013,55.529998,14.53,26.07,441.44001
5/29/2013,55.049997,14.44,25.809999,444.949997
5/30/2013,55.099997,14.63,26.33,451.580002
5/31/2013,54.099997,14.47,26.299999,449.730026
6/3/2013,53.409998,14.45,26.389999,450.720009
6/4/2013,52.589999,14.47,26.26,449.30999
6/5/2013,51.359998,14.16,25.75,445.110001
6/6/2013,51.52,14.25,26.209999,438.459995
6/7/2013,51.450001,14.45,27.040001,441.810005
6/10/2013,53.249996,14.44,26.74,438.889992
6/11/2013,52.049996,14.17,26.4,437.600002
6/12/2013,50.75,14.05,25.889999,432.189999
6/13/2013,51.479997,14.37,26.370001,435.959991
6/14/2013,51.289999,14.35,26.280001,430.050003
6/17/2013,52.07,14.49,26.540001,432.000008
6/18/2013,52.559998,14.4,26.66,431.769989
6/19/2013,52.229997,14.84,26.24,422.999989
6/20/2013,50.739999,14.44,25.35,416.840008
6/21/2013,51.129997,14.42,25.190001,413.500011
6/24/2013,50.819999,14.12,24.07,402.540001
6/25/2013,51.639999,14.22,24.959999,402.62999
6/26/2013,51.329997,14.14,25.290001,398.069992
6/27/2013,52.139999,14.01,25.469999,393.779987
6/28/2013,51.72,14.04,25.129999,396.53001
7/1/2013,52.899996,14.1,25.24,409.219994
7/2/2013,53.329997,14.09,24.99,418.490005
7/3/2013,53.17,14.13,25.59,420.799992
7/5/2013,53.849997,14.24,25.68,417.419994
7/8/2013,53.709998,14.17,25.530001,415.050007
7/9/2013,54.49,14.24,26.68,422.349987
7/10/2013,54.879998,14.43,26.559999,420.730003
7/11/2013,55.879998,14.63,27.040001,427.289993
7/12/2013,57.04,14.64,27.23,426.510002
7/15/2013,56.449997,14.61,27.34,427.44001
7/16/2013,56.809999,14.69,26.879999,430.199993
7/17/2013,57.379999,14.61,29.66,430.310009
7/18/2013,53.52,14.55,29.66,431.760002
7/19/2013,52.189999,14.24,29.110001,424.949993
7/22/2013,52.309998,14.23,27.860001,426.309998
7/23/2013,51.639999,14.21,27.360001,418.98999
7/24/2013,52.099996,14.21,27.84,440.510002
7/25/2013,51.500001,14.26,28.27,438.499996
7/26/2013,52.249996,14.2,28.110001,440.990013
7/29/2013,51.639999,14.17,27.93,447.790009
7/30/2013,51.979997,14.41,28.049999,453.320015
7/31/2013,51.689999,14.44,28.09,452.529984
8/1/2013,52.409998,14.64,27.959999,456.679985
8/2/2013,52.539999,14.76,27.65,462.539986
8/5/2013,52.709998,14.83,27.67,469.449997
8/6/2013,53.699997,14.61,27.32,465.250008
8/7/2013,53.009998,14.6,27.389999,464.979988
8/8/2013,53.57,14.7,27.48,461.010017
8/9/2013,53.329997,14.49,27.68,454.449974
8/12/2013,53.279997,14.37,28.35,467.360016
8/13/2013,54.12,14.42,28.34,489.569977
8/14/2013,54.229998,15.03,28.049999,498.500008
8/15/2013,53.179997,15.13,27.139999,497.909981
8/16/2013,52.92,15.19,27.32,502.330002
8/19/2013,52.07,14.95,26.91,507.740005
8/20/2013,51.989999,14.95,27.120001,501.07
8/21/2013,50.959998,14.88,27.059999,502.360016
8/22/2013,51.079997,14.96,27.9,502.959976
8/23/2013,51.650001,14.96,27.99,501.020012
8/26/2013,51.959998,14.99,27.700001,502.970016
8/27/2013,50.609998,14.8,27,488.589981
8/28/2013,50.429997,14.8,27.110001,490.899994
8/29/2013,50.989999,14.77,27.299999,491.700012
8/30/2013,49.989998,14.75,27.120001,487.220016
9/3/2013,50.319999,14.76,27.780001,488.579994
9/4/2013,51.450001,14.9,28.07,498.690025
9/5/2013,51.950001,14.94,28.23,495.269974
9/6/2013,52.829997,14.88,28.17,498.220001
9/9/2013,52.67,15.13,29.24,506.169983
9/10/2013,53.489999,15.45,29.48,494.639999
9/11/2013,54.279998,15.71,29.190001,467.709984
9/12/2013,54.029998,15.7,29.65,472.690018
9/13/2013,53.82,15.8,29.26,464.899986
9/16/2013,53.649997,15.81,29.620001,450.119995
9/17/2013,54.629998,15.86,30,455.320007
9/18/2013,54.679998,16,30.440001,464.680008
9/19/2013,54.449997,15.93,31.030001,472.299995
9/20/2013,54.949997,15.79,30.93,467.410004
9/23/2013,54.759999,15.64,30.26,490.640015
9/24/2013,55.169996,15.7,31.27,489.100006
9/25/2013,54.209999,15.72,31.34,481.530006
9/26/2013,56.64,15.67,32.75,486.219994
9/27/2013,55.779998,15.58,33.549999,482.750008
9/30/2013,55.799997,15.56,33.169998,476.749977
10/1/2013,55.969996,15.55,34.310001,487.960007
10/2/2013,55.629998,15.54,34.139999,489.55999
10/3/2013,54.909999,15.38,33.880001,483.409996
10/4/2013,55.579998,15.59,34.889999,483.030014
10/7/2013,54.57,15.59,34.139999,487.750015
10/8/2013,52.97,15.46,32.93,480.93998
10/9/2013,52.329997,15.22,33.009998,486.589989
10/10/2013,53.42,15.39,33.869999,489.639992
10/11/2013,54.37,15.26,34.150002,492.809998
10/14/2013,54.770001,15.49,34,496.039978
10/15/2013,53.97,15.41,33.380001,498.679985
10/16/2013,53.52,15.6,33.09,501.110001
10/17/2013,51.379997,15.63,32.740002,504.499985
10/18/2013,52.199996,15.81,33.43,508.889992
10/21/2013,51.939999,15.85,34.060001,521.360023
10/22/2013,51.829997,15.77,33.939999,519.870003
10/23/2013,51.729997,15.5,33.099998,524.959999
10/24/2013,52.339999,15.39,33.080002,531.910011
10/25/2013,51.639999,15.24,32.25,525.960022
10/28/2013,51.97,15.21,32.349998,529.880005
10/29/2013,53.339999,15.23,33.169998,516.680023
10/30/2013,52.729997,15.22,32.57,524.900024
10/31/2013,52.709998,15.19,32.939999,522.699974
11/1/2013,51.939999,15.26,33.18,520.030006
11/4/2013,51.37,14.82,33.189999,526.75
11/5/2013,51.079997,14.8,32.970001,525.449997
11/6/2013,53.279997,14.9,32.880001,520.920013
11/7/2013,52.57,14.55,32.110001,512.490021
11/8/2013,52.999996,15.56,33.119999,520.560005
11/11/2013,52.82,15.69,33.82,519.050011
11/12/2013,52.829997,15.72,34.07,520.009979
11/13/2013,53.029997,16.15,35.099998,520.63002
11/14/2013,52.879997,16.219999,35.689999,528.160019
11/15/2013,52.599996,16.17,35.470001,524.990013
11/18/2013,52.079997,15.78,34.98,518.629974
11/19/2013,52.129997,15.44,34.630001,519.549995
11/20/2013,50.389998,15.21,35.619999,514.999985
11/21/2013,50.209997,15.33,36.299999,521.139992
11/22/2013,50.329997,15.18,36.490002,519.799988
11/25/2013,49.039998,15.51,36.290001,523.739998
11/26/2013,48.759997,15.64,36.639999,533.399979
11/27/2013,49.3,15.7,36.959999,545.959999
11/29/2013,50.519999,15.6,36.98,556.069977
12/2/2013,51.350001,15.75,37.009998,551.230026
12/3/2013,51.929997,15.74,36.560001,566.319984
12/4/2013,51.089999,15.96,38.130001,565.000008
12/5/2013,51.409998,15.7,38.869999,567.899994
12/6/2013,52.009998,15.47,38.860001,560.019974
12/9/2013,51.689999,15.21,38.869999,566.43
12/10/2013,51.92,15.56,40.220001,565.54998
12/11/2013,51.37,15.41,39.16,561.359978
12/12/2013,51.37,15.11,39.349998,560.539986
12/13/2013,51.550001,15.02,39.73,554.429993
12/16/2013,53.109998,15.04,39.73,557.500023
12/17/2013,52.579997,15.11,39.509998,554.990005
12/18/2013,53.129997,15.32,40.040001,550.769989
12/19/2013,53.399997,15.38,40.200001,544.459991
12/20/2013,54.579998,15.69,40.119999,549.019989
12/23/2013,55.299997,15.78,40.77,570.090004
12/24/2013,55.169996,15.82,40.849998,567.669975
12/26/2013,54.059999,15.67,40.650002,563.900009
12/27/2013,54.179998,15.76,40.490002,560.089989
12/30/2013,54.009999,15.97,40.200001,554.519981
12/31/2013,54.870001,16.02,40.439999,561.019997
1/2/2014,53.939995,15.86,39.59,553.12999
1/3/2014,53.259998,15.67,40.119999,540.980019
1/6/2014,51.779997,15.88,39.93,543.929993
1/7/2014,52.869995,16.139999,40.919998,540.040024
1/8/2014,52.369995,16.360001,41.02,543.460022
1/9/2014,52.07,15.75,40.919998,536.519997
1/10/2014,52.159998,15.73,41.23,532.939995
1/13/2014,52.539999,15.36,39.990002,535.730019
1/14/2014,52.959998,15.84,41.139999,546.390022
1/15/2014,53.789999,16.01,41.07,557.359993
1/16/2014,53.739999,16.059999,40.34,554.250015
1/17/2014,53.200001,15.99,40.009998,540.669998
1/21/2014,54.150001,16.049999,39.52,549.069977
1/22/2014,54.409999,16.030001,40.18,551.509979
1/23/2014,54.939995,15.97,39.389999,556.179993
1/24/2014,54.369996,15.56,37.91,546.070015
1/27/2014,52.879997,15.46,36.650002,550.500023
1/28/2014,53.159998,15.61,38.220001,506.499977
1/29/2014,52.189999,15.46,34.889999,500.749992
1/30/2014,53.179997,15.72,35.310001,499.779984
1/31/2014,53.200001,15.7,36.009998,500.599976
2/3/2014,52.389999,15.49,34.900002,501.529984
2/4/2014,52.909998,15.58,35.66,508.790016
2/5/2014,53.52,15.44,35.490002,512.589996
2/6/2014,54.369996,15.64,36.240002,512.509995
2/7/2014,54.59,15.87,37.23,519.679985
2/10/2014,53.779998,15.92,37.759998,528.989998
2/11/2014,54.309999,16.25,38.5,535.959984
2/12/2014,54.830002,16.83,38.110001,535.919983
2/13/2014,54.919996,17.360001,38.52,544.429977
2/14/2014,54.770001,17.91,38.23,543.990021
2/18/2014,55.150002,17.9,38.310001,545.990013
2/19/2014,54.74,18.139999,37.810001,537.370003
2/20/2014,54.959999,18.780001,37.790001,531.149994
2/21/2014,54.59,18.639999,37.290001,525.249992
2/24/2014,56.299997,18.91,37.419998,527.550018
2/25/2014,56.150002,18.74,37.259998,522.060013
2/26/2014,57.34,18.709999,37.619999,517.349998
2/27/2014,58.340001,18.5,38.470001,527.670021
2/28/2014,58.769997,18.379999,38.669998,526.239975
3/3/2014,58.31,18.290001,38.25,527.76001
3/4/2014,59.06,18.48,39.630001,531.239983
3/5/2014,58.86,18.639999,39.5,532.360008
3/6/2014,59.299998,18.379999,39.66,530.749985
3/7/2014,59.06,18.360001,38.700001,530.440018
3/10/2014,58.220001,18.09,38.049999,530.919975
3/11/2014,57.54,18.27,37.560001,536.089973
3/12/2014,57.979999,18.32,37.5,536.609985
3/13/2014,56.699997,17.74,37.23,530.650009
3/14/2014,56.74,17.82,37.599998,524.68998
3/17/2014,57.419997,17.82,39.110001,526.740013
3/18/2014,57.84,18.24,39.450001,531.399986
3/19/2014,57.299998,18.559999,38.610001,531.26001
3/20/2014,57.119997,18.57,37.77,528.700005
3/21/2014,56.959999,18.540001,37.939999,532.86998
3/24/2014,56.54,18.450001,36.68,539.190018
3/25/2014,56.329998,18.450001,35.93,544.98999
3/26/2014,55.599997,18.030001,35.450001,539.779991
3/27/2014,55.179998,17.790001,35.59,537.459991
3/28/2014,55.189995,17.9,35.900002,536.859978
3/31/2014,55.24,17.91,35.900002,536.739975
4/1/2014,56.04,18.65,36.490002,541.649994
4/2/2014,55.449997,18.530001,36.639999,542.549988
4/3/2014,54.580002,18.73,35.759998,538.790009
4/4/2014,53.999997,18.15,34.259998,531.820023
4/7/2014,52.950001,18.209999,33.07,523.469978
4/8/2014,54.799997,18.860001,33.830002,523.440018
4/9/2014,55.89,18.84,34.869999,530.320015
4/10/2014,54.080002,18.379999,33.400002,523.480019
4/11/2014,53.459998,18.120001,32.869999,519.610023
4/14/2014,53.979998,18.32,33.450001,521.679977
4/15/2014,53.900001,18.450001,34.209999,517.959999
4/16/2014,54.689995,18.49,36.349998,519.01001
4/17/2014,54.970001,18.559999,36.380001,524.940025
4/21/2014,54.929998,18.709999,36.400002,531.170021
4/22/2014,55.470001,18.870001,36.139999,531.70002
4/23/2014,54.939995,19.09,35.439999,524.750008
4/24/2014,54.84,19.26,35.240002,567.770004
4/25/2014,53.72,18.73,34.48,571.93998
4/28/2014,53.639999,18.65,33.990002,594.090019
4/29/2014,54.54,18.690001,35.830002,592.329979
4/30/2014,51.830002,18.469999,35.950001,590.089981
5/1/2014,51.689999,18.57,36.509998,591.480026
5/2/2014,52.009998,18.43,36.869999,592.580025
5/5/2014,51.999996,18.629999,36.91,600.959976
5/6/2014,50.95,18.25,36.490002,594.410027
5/7/2014,50.569999,18.27,34.07,592.329979
5/8/2014,50.259997,18.5,33.919998,587.990013
5/9/2014,50.539998,18.049999,33.759998,585.540024
5/12/2014,51.330001,18.58,34.450001,592.830017
5/13/2014,51.580001,18.280001,34.400002,593.760025
5/14/2014,51.650001,18.1,34.169998,593.869987
5/15/2014,51.359998,18,33.799999,588.819992
5/16/2014,51.950001,17.959999,33.41,597.510017
5/19/2014,52.330002,18.540001,33.889999,604.590019
5/20/2014,51.959998,18.24,33.869999,604.710022
5/21/2014,51.880002,18.24,34.360001,606.310005
5/22/2014,51.500001,18.32,34.700001,607.269974
5/23/2014,52.02,18.49,35.02,614.129997
5/27/2014,51.77,18.82,35.119999,625.63002
5/28/2014,50.389998,18.98,34.779999,624.01001
5/29/2014,50.139998,18.950001,34.900002,635.37999
5/30/2014,50.729997,19,34.650002,633.000015
6/2/2014,50.489998,18.940001,34.869999,628.650009
6/3/2014,50.419995,18.860001,34.650002,637.539986
6/4/2014,50.45,18.879999,34.73,644.819992
6/5/2014,50.580001,18.959999,34.939999,647.349983
6/6/2014,49.7,19.030001,35.919998,645.570023
6/9/2014,49.580001,19.049999,36.040001,93.699997
6/10/2014,48.25,19.15,36.310001,94.25
6/11/2014,48.830001,19.4,36.630001,93.860001
6/12/2014,48.560002,19.52,36.779999,92.290001
6/13/2014,49.039998,19.540001,36.939999,91.279999
6/16/2014,49,19.48,34.810001,92.199997
6/17/2014,49.060002,19.610001,34.43,92.080002
6/18/2014,49.659997,19.59,34.939999,92.18
6/19/2014,49.599995,19.139999,34.68,91.860001
6/20/2014,49.339998,18.93,34.049999,90.910004
6/23/2014,49.389998,18.709999,33.639999,90.830002
6/24/2014,48.849995,18.42,33.48,90.279999
6/25/2014,49.319999,18.610001,33.25,90.360001
6/26/2014,49.469999,18.360001,33.66,90.900002
6/27/2014,50.080001,18.379999,34.25,91.980003
6/30/2014,50.060002,18.540001,35.130001,92.93
7/1/2014,50.5,18.75,35.349998,93.519997
7/2/2014,50.549996,18.68,35.880001,93.480003
7/3/2014,50.939999,18.85,36.139999,94.029999
7/7/2014,50.739999,18.700001,35.52,95.970001
7/8/2014,50.179997,18.549999,34.529999,95.349998
7/9/2014,50.929997,19.110001,34.849998,95.389999
7/10/2014,50.339998,19.01,34.93,95.040001
7/11/2014,51.500001,19.049999,35.43,95.220001
