movie_id,genre
11676,Action
11678,Action
11679,Action
11690,Action
11692,Action
11702,Action
11770,Action
11817,Action
11818,Action
11835,Action
11863,Action
11866,Action
11891,Action
11904,Action
11918,Action
11935,Action
11967,Action
11968,Action
11969,Action
11983,Action
12085,Action
12088,Action
12094,Action
12096,Action
12100,Action
12106,Action
12113,Action
12123,Action
12138,Action
12142,Action
12160,Action
12207,Action
12211,Action
12227,Action
12244,Action
12277,Action
12279,Action
12289,Action
12437,Action
12484,Action
12589,Action
12610,Action
12704,Action
12770,Action
13006,Action
13025,Action
13027,Action
13051,Action
13056,Action
13064,Action
13072,Action
13154,Action
13183,Action
13184,Action
13191,Action
13197,Action
13201,Action
13282,Action
13389,Action
13408,Action
13460,Action
13475,Action
13491,Action
13495,Action
13496,Action
13498,Action
13503,Action
13805,Action
13807,Action
13809,Action
13811,Action
13836,Action
13922,Action
13938,Action
13950,Action
14034,Action
14043,Action
14161,Action
14164,Action
14324,Action
14351,Action
14392,Action
14396,Action
14538,Action
14560,Action
14576,Action
14623,Action
14736,Action
14854,Action
14869,Action
14877,Action
15049,Action
15067,Action
15070,Action
15074,Action
15092,Action
15158,Action
15173,Action
15239,Action
15268,Action
15365,Action
15644,Action
15745,Action
15797,Action
15983,Action
16016,Action
16205,Action
16290,Action
16320,Action
16353,Action
16441,Action
16577,Action
16608,Action
16651,Action
16869,Action
16911,Action
16995,Action
17043,Action
17130,Action
17134,Action
17186,Action
17339,Action
17577,Action
17622,Action
17708,Action
17711,Action
18065,Action
18360,Action
18501,Action
18533,Action
18550,Action
18712,Action
18808,Action
18823,Action
18828,Action
18869,Action
18885,Action
18886,Action
19150,Action
19187,Action
19419,Action
19457,Action
19495,Action
19585,Action
19644,Action
19803,Action
19898,Action
19901,Action
19959,Action
19995,Action
20083,Action
20391,Action
20406,Action
20483,Action
20504,Action
20526,Action
20533,Action
20662,Action
20697,Action
21338,Action
21512,Action
21610,Action
21724,Action
22301,Action
22314,Action
22488,Action
22538,Action
22600,Action
22617,Action
22787,Action
22820,Action
22821,Action
22832,Action
22907,Action
22972,Action
23172,Action
23330,Action
23483,Action
23629,Action
23631,Action
23685,Action
23742,Action
23759,Action
24206,Action
24227,Action
24264,Action
24266,Action
24418,Action
24428,Action
24575,Action
24746,Action
24748,Action
24869,Action
25209,Action
25212,Action
25388,Action
25678,Action
25763,Action
25769,Action
25941,Action
26039,Action
26268,Action
26352,Action
26389,Action
26486,Action
26843,Action
26916,Action
27022,Action
27191,Action
27205,Action
27342,Action
27380,Action
27549,Action
27573,Action
27576,Action
27578,Action
27581,Action
27582,Action
27759,Action
27936,Action
28165,Action
28932,Action
29015,Action
29076,Action
29339,Action
29427,Action
30379,Action
30596,Action
31668,Action
31867,Action
32740,Action
33106,Action
33157,Action
33196,Action
33542,Action
34314,Action
34723,Action
34769,Action
34813,Action
34851,Action
35691,Action
35791,Action
35944,Action
36557,Action
36586,Action
36643,Action
36647,Action
36648,Action
36657,Action
36658,Action
36668,Action
36669,Action
36670,Action
36955,Action
37498,Action
37710,Action
37724,Action
37737,Action
37821,Action
37834,Action
37931,Action
37958,Action
38055,Action
38153,Action
38321,Action
38322,Action
38356,Action
38543,Action
38665,Action
38717,Action
38780,Action
38940,Action
38985,Action
39180,Action
39254,Action
39349,Action
39514,Action
39833,Action
40160,Action
40505,Action
40805,Action
40914,Action
41009,Action
41154,Action
41283,Action
41317,Action
42151,Action
42807,Action
43074,Action
43090,Action
43213,Action
43630,Action
43884,Action
43935,Action
43959,Action
44048,Action
44092,Action
44147,Action
44833,Action
44865,Action
44912,Action
44943,Action
45132,Action
45138,Action
45380,Action
45610,Action
46528,Action
46529,Action
47327,Action
